team_name,team_region,world_ranking,valve_ranking,avg_player_age,current_winstreak,winrate,map_winrates,coach_url,player_urls
BET-M,Russia,#77,#62,25.0,0,55.2,"{'Ancient': '23.1', 'Anubis': '66.7', 'Dust2': '61.1', 'Inferno': '50.0', 'Mirage': '66.7', 'Nuke': '78.6', 'Overpass': None, 'Train': None, 'Vertigo': None}",https://www.hltv.org/coach/2638/wierd-1k,"['https://www.hltv.org/player/3459/kinqie', 'https://www.hltv.org/player/20534/kiro', 'https://www.hltv.org/player/22040/z1nny', 'https://www.hltv.org/player/22927/executor', 'https://www.hltv.org/player/23302/bluewh1te']"
Galorys,Brazil,#79,#97,25.0,2,54.8,"{'Ancient': '61.1', 'Anubis': '50.0', 'Dust2': '43.8', 'Inferno': None, 'Mirage': '46.7', 'Nuke': '50.0', 'Overpass': '60.9', 'Train': None, 'Vertigo': None}",https://www.hltv.org/coach/11747/jnt,"['https://www.hltv.org/player/9483/destiny', 'https://www.hltv.org/player/18743/nython', 'https://www.hltv.org/player/20522/gbb', 'https://www.hltv.org/player/23551/tomate', 'https://www.hltv.org/player/24715/k1not1']"
BASEMENTBOYS,Ukraine,#81,#124,22.3,0,43.3,"{'Ancient': '50.0', 'Anubis': '57.1', 'Dust2': '46.2', 'Inferno': '28.6', 'Mirage': '40.0', 'Nuke': '53.3', 'Overpass': '0.0', 'Train': None, 'Vertigo': None}",https://www.hltv.org/coach/20904/vital,"['https://www.hltv.org/player/20421/kr1vda', 'https://www.hltv.org/player/20422/owner', 'https://www.hltv.org/player/22945/tr0uble', 'https://www.hltv.org/player/24246/maggent', 'https://www.hltv.org/player/24672/fakerealityy']"
TheHuns,Mongolia,#66,#67,25.2,0,58.3,"{'Ancient': '50.0', 'Anubis': None, 'Dust2': '53.3', 'Inferno': '66.7', 'Mirage': '36.4', 'Nuke': '68.2', 'Overpass': '100.0', 'Train': None, 'Vertigo': None}",https://www.hltv.org/coach/5206/carnage,"['https://www.hltv.org/player/15072/nin9', 'https://www.hltv.org/player/18638/sk0r', 'https://www.hltv.org/player/19957/bart4k', 'https://www.hltv.org/player/20703/xerolte', 'https://www.hltv.org/player/21398/controlez']"
HAVU,Finland,#83,#135,23.5,0,37.8,"{'Ancient': None, 'Anubis': '75.0', 'Dust2': '20.0', 'Inferno': '33.3', 'Mirage': '47.6', 'Nuke': '58.6', 'Overpass': '37.5', 'Train': None, 'Vertigo': None}",https://www.hltv.org/coach/15718/peku,"['https://www.hltv.org/player/9818/uli', 'https://www.hltv.org/player/21963/alxc', 'https://www.hltv.org/player/22143/p3kko', 'https://www.hltv.org/player/22144/puuha', 'https://www.hltv.org/player/22211/ottob']"
BountyHunters,Brazil,#68,#90,24.1,2,58.0,"{'Ancient': '66.7', 'Anubis': '33.3', 'Dust2': '40.0', 'Inferno': None, 'Mirage': '63.0', 'Nuke': '65.5', 'Overpass': '33.3', 'Train': None, 'Vertigo': None}",https://www.hltv.org/coach/21098/gusihx,"['https://www.hltv.org/player/16835/ponter', 'https://www.hltv.org/player/18322/kaiser', 'https://www.hltv.org/player/20690/zock', 'https://www.hltv.org/player/20885/freq', 'https://www.hltv.org/player/23461/pepe']"
FakedoBiru,Brazil,#85,#104,28.1,1,57.1,"{'Ancient': None, 'Anubis': '16.7', 'Dust2': '64.7', 'Inferno': '46.7', 'Mirage': '55.6', 'Nuke': '40.0', 'Overpass': '60.0', 'Train': None, 'Vertigo': None}",,"['https://www.hltv.org/player/6593/pkl', 'https://www.hltv.org/player/14394/tuurtle', 'https://www.hltv.org/player/16817/hardzao', 'https://www.hltv.org/player/18610/detr0ittj', 'https://www.hltv.org/player/19972/ckzao']"
NuclearTigeRES,Russia,#70,#52,20.0,0,59.5,"{'Ancient': '62.5', 'Anubis': '71.4', 'Dust2': '61.1', 'Inferno': '57.1', 'Mirage': '37.5', 'Nuke': '30.8', 'Overpass': None, 'Train': None, 'Vertigo': None}",https://www.hltv.org/coach/16946/polt,"['https://www.hltv.org/player/22878/senka', 'https://www.hltv.org/player/22880/m1quse', 'https://www.hltv.org/player/23762/z1k4', 'https://www.hltv.org/player/24568/flouzer', 'https://www.hltv.org/player/25807/ayuki']"
SemperFi,Australia,#87,#87,23.2,0,61.5,"{'Ancient': '50.0', 'Anubis': '40.0', 'Dust2': '50.0', 'Inferno': '45.5', 'Mirage': '81.2', 'Nuke': '50.0', 'Overpass': '100.0', 'Train': None, 'Vertigo': None}",https://www.hltv.org/coach/17/zyppe,"['https://www.hltv.org/player/14294/hazr', 'https://www.hltv.org/player/14990/keen', 'https://www.hltv.org/player/20003/shadiy', 'https://www.hltv.org/player/20244/savage', 'https://www.hltv.org/player/20881/sliimey']"
EternalFire,Europe,#72,#58,24.7,2,61.5,"{'Ancient': '53.3', 'Anubis': '62.5', 'Dust2': '65.2', 'Inferno': '60.0', 'Mirage': '57.1', 'Nuke': None, 'Overpass': '40.0', 'Train': None, 'Vertigo': None}",,"['https://www.hltv.org/player/12708/rigon', 'https://www.hltv.org/player/16811/mistem', 'https://www.hltv.org/player/19733/demqq', 'https://www.hltv.org/player/20123/regali', 'https://www.hltv.org/player/22361/jottaaa']"
LAG,United States,#89,#134,26.5,0,62.2,"{'Ancient': '66.7', 'Anubis': '25.0', 'Dust2': '68.8', 'Inferno': '68.8', 'Mirage': '58.3', 'Nuke': '63.6', 'Overpass': '37.5', 'Train': None, 'Vertigo': None}",https://www.hltv.org/coach/24327/aureo,"['https://www.hltv.org/player/12102/djay', 'https://www.hltv.org/player/15176/cryptic', 'https://www.hltv.org/player/19177/consti', 'https://www.hltv.org/player/20572/kmrn', 'https://www.hltv.org/player/22552/sandman']"
ASTRAL,Europe,#91,#112,21.9,0,50.0,"{'Ancient': '50.0', 'Anubis': '47.4', 'Dust2': '61.5', 'Inferno': '23.5', 'Mirage': '52.9', 'Nuke': '42.3', 'Overpass': None, 'Train': None, 'Vertigo': None}",https://www.hltv.org/coach/21215/tooi,"['https://www.hltv.org/player/19725/gxx', 'https://www.hltv.org/player/22008/swiz', 'https://www.hltv.org/player/23545/ray5ive', 'https://www.hltv.org/player/24704/neqy', 'https://www.hltv.org/player/24997/meowpop']"
Marsborne,United States,#74,#144,21.4,0,57.1,"{'Ancient': '50.0', 'Anubis': '100.0', 'Dust2': '0.0', 'Inferno': '50.0', 'Mirage': '50.0', 'Nuke': None, 'Overpass': '50.0', 'Train': None, 'Vertigo': None}",https://www.hltv.org/coach/21722/lucid,"['https://www.hltv.org/player/18706/freshie', 'https://www.hltv.org/player/22069/grizz', 'https://www.hltv.org/player/22967/ogwizard', 'https://www.hltv.org/player/24890/marekiew', 'https://www.hltv.org/player/25524/wumbo']"
AM,Europe,#93,#71,23.6,1,56.8,"{'Ancient': '46.2', 'Anubis': '33.3', 'Dust2': '52.2', 'Inferno': '77.8', 'Mirage': '54.5', 'Nuke': '40.0', 'Overpass': '83.3', 'Train': None, 'Vertigo': None}",https://www.hltv.org/coach/330/musamban1,"['https://www.hltv.org/player/12781/k1to', 'https://www.hltv.org/player/16705/altekz', 'https://www.hltv.org/player/20170/kyuubii', 'https://www.hltv.org/player/21164/l00m1', 'https://www.hltv.org/player/21233/myltsi']"
AaB,Denmark,#76,#72,21.6,0,59.1,"{'Ancient': '63.6', 'Anubis': '45.5', 'Dust2': '0.0', 'Inferno': '50.0', 'Mirage': '53.8', 'Nuke': '36.4', 'Overpass': '65.4', 'Train': None, 'Vertigo': None}",,"['https://www.hltv.org/player/16753/n1xen', 'https://www.hltv.org/player/20033/maze', 'https://www.hltv.org/player/22948/anber', 'https://www.hltv.org/player/24113/ssen', 'https://www.hltv.org/player/24425/bekker']"
Metizport,Europe,#95,#92,25.7,4,60.0,"{'Ancient': '60.0', 'Anubis': None, 'Dust2': '44.4', 'Inferno': '61.5', 'Mirage': '37.5', 'Nuke': '76.5', 'Overpass': '58.8', 'Train': None, 'Vertigo': None}",https://www.hltv.org/coach/20619/vins,"['https://www.hltv.org/player/8507/stanislaw', 'https://www.hltv.org/player/14218/plopski', 'https://www.hltv.org/player/17937/isak', 'https://www.hltv.org/player/19044/f1ku', 'https://www.hltv.org/player/19069/forsyy']"
5star,Mongolia,#97,#61,25.4,2,65.2,"{'Ancient': '44.4', 'Anubis': '50.0', 'Dust2': '40.0', 'Inferno': '72.7', 'Mirage': '100.0', 'Nuke': '61.1', 'Overpass': '50.0', 'Train': None, 'Vertigo': None}",https://www.hltv.org/coach/15062/shinobi,"['https://www.hltv.org/player/15060/neuz', 'https://www.hltv.org/player/15861/rate', 'https://www.hltv.org/player/18150/clouden', 'https://www.hltv.org/player/21396/ariucle', 'https://www.hltv.org/player/24303/hoolig4n']"
JiJieHao,Asia,#78,#47,25.2,4,72.7,"{'Ancient': '57.1', 'Anubis': '50.0', 'Dust2': '77.8', 'Inferno': '100.0', 'Mirage': '66.7', 'Nuke': '0.0', 'Overpass': '66.7', 'Train': None, 'Vertigo': None}",https://www.hltv.org/coach/3769/mithr,"['https://www.hltv.org/player/17675/m1n1', 'https://www.hltv.org/player/18120/sinnopsyy', 'https://www.hltv.org/player/18163/bibu', 'https://www.hltv.org/player/18790/cacanito', 'https://www.hltv.org/player/22419/0samas']"
WAZABI,Denmark,#99,#130,21.7,0,46.2,"{'Ancient': '33.3', 'Anubis': '40.0', 'Dust2': '33.3', 'Inferno': '66.7', 'Mirage': None, 'Nuke': '50.0', 'Overpass': '33.3', 'Train': None, 'Vertigo': None}",https://www.hltv.org/coach/2391/wezx,"['https://www.hltv.org/player/22875/virez', 'https://www.hltv.org/player/24277/m0vski', 'https://www.hltv.org/player/24737/laykinn', 'https://www.hltv.org/player/24989/bangbang', 'https://www.hltv.org/player/24991/bach']"
Ursa,Russia,#80,#101,,0,60.0,"{'Ancient': '0.0', 'Anubis': '75.0', 'Dust2': '72.5', 'Inferno': '54.5', 'Mirage': '57.7', 'Nuke': '38.2', 'Overpass': '33.3', 'Train': None, 'Vertigo': None}",https://www.hltv.org/coach/12269/jyo,"['https://www.hltv.org/player/21513/4x1s', 'https://www.hltv.org/player/22676/karnez', 'https://www.hltv.org/player/23764/alv', 'https://www.hltv.org/player/25349/salazar']"
WW,Russia,#82,#73,23.3,1,60.0,"{'Ancient': None, 'Anubis': '33.3', 'Dust2': '63.4', 'Inferno': '38.5', 'Mirage': '69.0', 'Nuke': '56.5', 'Overpass': '64.3', 'Train': None, 'Vertigo': None}",,"['https://www.hltv.org/player/20113/deko', 'https://www.hltv.org/player/21690/strogo', 'https://www.hltv.org/player/22350/ct0m', 'https://www.hltv.org/player/23048/kelien', 'https://www.hltv.org/player/23682/m3wsu']"
PsychoFace,Russia,#84,#100,24.1,0,50.0,"{'Ancient': '50.0', 'Anubis': '66.7', 'Dust2': '33.3', 'Inferno': None, 'Mirage': '100.0', 'Nuke': '0.0', 'Overpass': '100.0', 'Train': None, 'Vertigo': None}",https://www.hltv.org/coach/25412/pradiggg,"['https://www.hltv.org/player/8726/facecrack', 'https://www.hltv.org/player/20883/eightz999', 'https://www.hltv.org/player/21445/abiraju', 'https://www.hltv.org/player/23835/psychodoctor', 'https://www.hltv.org/player/24807/slaxejezzz']"
TDK,Russia,#86,#59,,1,72.3,"{'Ancient': '61.1', 'Anubis': '78.9', 'Dust2': '68.2', 'Inferno': '37.5', 'Mirage': '58.8', 'Nuke': None, 'Overpass': '77.8', 'Train': None, 'Vertigo': None}",https://www.hltv.org/coach/1775/groove,"['https://www.hltv.org/player/16555/ax1le', 'https://www.hltv.org/player/16921/nafany', 'https://www.hltv.org/player/18510/sugar', 'https://www.hltv.org/player/20387/xant3r']"
Phantom,Poland,#88,#105,23.8,0,48.0,"{'Ancient': '43.3', 'Anubis': '40.0', 'Dust2': '48.0', 'Inferno': None, 'Mirage': '52.9', 'Nuke': '54.8', 'Overpass': '50.0', 'Train': None, 'Vertigo': None}",https://www.hltv.org/coach/9798/lunatic,"['https://www.hltv.org/player/11995/tmb', 'https://www.hltv.org/player/17504/kei', 'https://www.hltv.org/player/19114/kylar', 'https://www.hltv.org/player/20413/mwlky', 'https://www.hltv.org/player/25104/kunai']"
Fluxo,Brazil,#90,#82,,0,48.1,"{'Ancient': '33.3', 'Anubis': '40.0', 'Dust2': '64.3', 'Inferno': '44.4', 'Mirage': '50.0', 'Nuke': '43.8', 'Overpass': None, 'Train': None, 'Vertigo': None}",https://www.hltv.org/coach/20682/juve,"['https://www.hltv.org/player/11154/exit', 'https://www.hltv.org/player/18717/lucaozy', 'https://www.hltv.org/player/19692/zevy']"
ChinggisWarriors,Mongolia,#92,#80,22.6,0,53.2,"{'Ancient': '64.3', 'Anubis': None, 'Dust2': '46.2', 'Inferno': '36.8', 'Mirage': '53.3', 'Nuke': '57.6', 'Overpass': '42.9', 'Train': None, 'Vertigo': None}",https://www.hltv.org/coach/19828/redka,"['https://www.hltv.org/player/12956/hasteka', 'https://www.hltv.org/player/19229/roux', 'https://www.hltv.org/player/19536/yami', 'https://www.hltv.org/player/22414/efire', 'https://www.hltv.org/player/25510/tikuak']"
FalconsForce,Europe,#94,#152,18.6,0,30.0,"{'Ancient': '33.3', 'Anubis': '100.0', 'Dust2': None, 'Inferno': '28.6', 'Mirage': '33.3', 'Nuke': '0.0', 'Overpass': None, 'Train': None, 'Vertigo': None}",https://www.hltv.org/coach/9294/natosaphix,"['https://www.hltv.org/player/22048/tapewaare', 'https://www.hltv.org/player/25095/veno', 'https://www.hltv.org/player/25332/grecu', 'https://www.hltv.org/player/25430/clockzi', 'https://www.hltv.org/player/25432/nucleonz']"
Betclic,Poland,#96,#89,24.2,0,46.7,"{'Ancient': '50.0', 'Anubis': '73.3', 'Dust2': '66.7', 'Inferno': '0.0', 'Mirage': '20.0', 'Nuke': '50.0', 'Overpass': '11.1', 'Train': None, 'Vertigo': None}",https://www.hltv.org/coach/20092/bogdan,"['https://www.hltv.org/player/16848/hades', 'https://www.hltv.org/player/18070/demho', 'https://www.hltv.org/player/18979/prism', 'https://www.hltv.org/player/25307/eskyy', 'https://www.hltv.org/player/25542/dr3nquu']"
RareAtom,China,#98,#102,22.6,0,53.3,"{'Ancient': '68.8', 'Anubis': '33.3', 'Dust2': '54.5', 'Inferno': '54.5', 'Mirage': '35.7', 'Nuke': None, 'Overpass': '33.3', 'Train': None, 'Vertigo': None}",https://www.hltv.org/coach/8598/marek,"['https://www.hltv.org/player/7028/summer', 'https://www.hltv.org/player/21825/l1hang', 'https://www.hltv.org/player/24304/chengking', 'https://www.hltv.org/player/24306/3gl', 'https://www.hltv.org/player/24748/trash']"
YoungNinjas,Europe,#100,#131,,0,65.2,"{'Ancient': '40.0', 'Anubis': '16.7', 'Dust2': '71.4', 'Inferno': None, 'Mirage': '66.7', 'Nuke': '75.0', 'Overpass': '70.0', 'Train': None, 'Vertigo': None}",https://www.hltv.org/coach/8398/zitte,"['https://www.hltv.org/player/21512/rud', 'https://www.hltv.org/player/22035/n0te', 'https://www.hltv.org/player/24734/tein', 'https://www.hltv.org/player/24911/joeski']"
