date,event_name,winner_side,team1_name,team2_name,team1_score,team2_score,match_url,map1_team1_startside,map1_team2_startside,map1_round1_winner,map1_round2_winner,map1_round3_winner,map1_round4_winner,map1_round5_winner,map1_round6_winner,map1_round7_winner,map1_round8_winner,map1_round9_winner,map1_round10_winner,map1_round11_winner,map1_round12_winner,map1_round13_winner,map1_round14_winner,map1_round15_winner,map1_round16_winner,map1_round17_winner,map1_round18_winner,map1_round19_winner,map1_round20_winner,map1_round21_winner,map1_round22_winner,map1_round23_winner,map1_round24_winner,map2_team1_startside,map2_team2_startside,map2_round1_winner,map2_round2_winner,map2_round3_winner,map2_round4_winner,map2_round5_winner,map2_round6_winner,map2_round7_winner,map2_round8_winner,map2_round9_winner,map2_round10_winner,map2_round11_winner,map2_round12_winner,map2_round13_winner,map2_round14_winner,map2_round15_winner,map2_round16_winner,map2_round17_winner,map2_round18_winner,map2_round19_winner,map2_round20_winner,map2_round21_winner,map2_round22_winner,map2_round23_winner,map2_round24_winner,map3_team1_startside,map3_team2_startside,map3_round1_winner,map3_round2_winner,map3_round3_winner,map3_round4_winner,map3_round5_winner,map3_round6_winner,map3_round7_winner,map3_round8_winner,map3_round9_winner,map3_round10_winner,map3_round11_winner,map3_round12_winner,map3_round13_winner,map3_round14_winner,map3_round15_winner,map3_round16_winner,map3_round17_winner,map3_round18_winner,map3_round19_winner,map3_round20_winner,map3_round21_winner,map3_round22_winner,map3_round23_winner,map3_round24_winner,map1_winner,map2_winner,map3_winner
2025-04-17T11:35:00Z,YaLLa Compass Spring 2025,team1,9 Pandas,Partizan,13.0,11.0,https://www.hltv.org/matches/2381679/-,ct,t,team2,team2,team2,team1,team2,team1,team1,team1,team1,team1,team2,team1,team1,team1,team2,team2,team1,team1,team1,team2,team2,team2,team2,team1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,team1,NA,NA
2025-04-17T11:05:00Z,YaLLa Compass Spring 2025,team1,BetBoom,Metizport,13.0,10.0,https://www.hltv.org/matches/2381680/-,ct,t,team1,team1,team2,team1,team1,team1,team1,team2,team2,team1,team1,team1,team1,team1,team2,team2,team2,team1,team2,team2,team2,team2,team1,team2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,team1,NA,NA
2025-04-17T07:00:00Z,European Pro League Season 24,team1,Young Ninjas,WOPA,2.0,1.0,https://www.hltv.org/matches/2381511/-,t,ct,team2,team2,team2,team2,team2,team2,team2,team1,team2,team2,team1,team2,team1,team1,team1,team2,team1,team1,team1,team2,team2,team1,team1,team1,t,ct,team1,team1,team1,team1,team1,team2,team2,team2,team2,team1,team1,team1,team1,team2,team2,team2,team2,team2,team1,team1,team1,team1,team1,team2,ct,t,team1,team1,team2,team1,team2,team2,team2,team1,team2,team2,team1,team1,team2,team2,team2,team1,team1,team1,team1,team1,team1,team1,team2,team2,team2,team1,team1
2025-04-17T10:10:00Z,YaLLa Compass Spring 2025,team2,Nemiga,ECLOT,14.0,16.0,https://www.hltv.org/matches/2381677/-,ct,t,team1,team1,team2,team1,team1,team1,team1,team2,team2,team2,team2,team2,team2,team2,team1,team1,team1,team1,team2,team2,team1,team1,team2,team2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OT,NA,NA
2025-04-17T11:06:24Z,European Pro League Season 24,team2,9 Pandas,ECLOT,0.0,1.0,https://www.hltv.org/matches/2381708/-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,NA
2025-04-17T11:04:58Z,European Pro League Season 24,team1,Insilio,ECLOT,1.0,0.0,https://www.hltv.org/matches/2381704/-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,NA
2025-04-17T09:45:00Z,YaLLa Compass Spring 2025,team1,Nexus,Spirit Academy,13.0,11.0,https://www.hltv.org/matches/2381676/-,t,ct,team1,team2,team2,team2,team1,team1,team1,team1,team1,team1,team2,team2,team1,team1,team1,team1,team2,team2,team2,team2,team2,team2,team1,team1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,team1,NA,NA
2025-04-17T06:30:00Z,BLAST.tv Austin Major 2025 Asia Regional Qualifier,team2,Eruption,Chinggis Warriors,1.0,2.0,https://www.hltv.org/matches/2381636/-,ct,t,team1,team1,team1,team2,team1,team2,team1,team2,team2,team2,team2,team2,team2,team1,team1,team1,team1,team2,team2,team1,team1,team1,team1,team1,t,ct,team1,team1,team2,team2,team2,team1,team1,team1,team1,team2,team1,team1,team2,team2,team2,team2,team2,team2,team2,team2,team1,team1,team2,team2,ct,t,team1,team1,team2,team2,team2,team2,team2,team1,team1,team2,team1,team2,team2,team1,team1,team1,team1,team1,team2,team1,team2,team2,team2,team2,team1,team2,team2
2025-04-17T07:30:00Z,Galaxy Battle 2025 Phase 1,team2,Monte,Sangal,1.0,2.0,https://www.hltv.org/matches/2381661/-,t,ct,team2,team2,team1,team1,team1,team2,team2,team2,team1,team1,team1,team2,team1,team1,team1,team1,team1,team2,team1,team1,team2,team2,team2,team2,t,ct,team1,team2,team2,team2,team1,team1,team1,team2,team1,team2,team2,team2,team1,team2,team2,team2,team2,team1,team2,team2,team2,team2,team2,team2,t,ct,team2,team2,team2,team1,team2,team2,team2,team1,team1,team1,team2,team2,team2,team2,team2,team1,team1,team1,team1,team1,team2,team2,team2,team2,team1,team2,team2
2025-04-17T07:00:00Z,BLAST.tv Austin Major 2025 Europe Regional Qualifier,team2,ENCE,B8,1.0,2.0,https://www.hltv.org/matches/2381601/-,ct,t,team1,team1,team2,team1,team2,team2,team2,team1,team2,team2,team2,team2,team2,team2,team1,team1,team1,team2,team1,team1,team2,team1,team1,team2,ct,t,team1,team1,team1,team1,team1,team2,team1,team1,team2,team2,team1,team2,team2,team1,team1,team1,team2,team2,team2,team2,team1,team1,team2,team2,ct,t,team1,team1,team1,team2,team2,team2,team1,team2,team2,team1,team2,team1,team2,team2,team1,team2,team2,team2,team2,team2,team2,team2,team2,team2,team2,team1,team2
2025-04-17T09:00:00Z,Hero Esports Asian Champions League 2025 Closed Qualifier,team1,JiJieHao,The QUBE,13.0,7.0,https://www.hltv.org/matches/2381721/-,t,ct,team2,team2,team1,team1,team1,team1,team2,team1,team2,team1,team1,team1,team1,team2,team2,team1,team2,team1,team1,team1,team2,team2,team2,team2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,team1,NA,NA
2025-04-17T09:20:00Z,YaLLa Compass Spring 2025,team1,NAVI Junior,GUN5,13.0,2.0,https://www.hltv.org/matches/2381675/-,t,ct,team1,team1,team1,team1,team1,team2,team1,team1,team1,team1,team1,team2,team1,team1,team1,team2,team2,team2,team2,team2,team2,team2,team2,team2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,team1,NA,NA
2025-04-17T08:00:00Z,YaLLa Compass Spring 2025,team2,Metizport,GTZ,14.0,16.0,https://www.hltv.org/matches/2381674/-,ct,t,team2,team2,team2,team2,team2,team1,team1,team2,team2,team2,team1,team2,team1,team1,team1,team2,team2,team2,team1,team1,team1,team2,team1,team1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,team2,NA,NA
2025-04-17T08:10:00Z,YaLLa Compass Spring 2025,team2,Partizan,ECLOT,10.0,13.0,https://www.hltv.org/matches/2381673/-,t,ct,team1,team1,team1,team1,team2,team2,team2,team2,team2,team2,team1,team1,team2,team2,team2,team2,team1,team1,team2,team2,team1,team1,team1,team2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,team2,NA,NA
2025-04-17T07:30:00Z,Hero Esports Asian Champions League 2025 Closed Qualifier,team2,Gods Reign,XDM,7.0,13.0,https://www.hltv.org/matches/2381720/-,ct,t,team2,team2,team2,team2,team2,team1,team2,team1,team1,team1,team2,team2,team1,team1,team1,team2,team2,team2,team2,team2,team2,team2,team2,team2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,team2,NA,NA
2025-04-17T07:59:46Z,European Pro League Season 24,team2,9 Pandas,Johnny Speeds,0.0,1.0,https://www.hltv.org/matches/2381705/-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,NA
2025-04-17T07:00:00Z,YaLLa Compass Spring 2025,team1,BetBoom,Nexus,13.0,10.0,https://www.hltv.org/matches/2381672/-,ct,t,team2,team2,team1,team1,team1,team1,team1,team1,team1,team2,team1,team1,team2,team2,team1,team2,team2,team2,team2,team1,team2,team1,team1,team2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,team1,NA,NA
2025-04-17T07:00:00Z,YaLLa Compass Spring 2025,team2,9 Pandas,NAVI Junior,8.0,13.0,https://www.hltv.org/matches/2381671/-,t,ct,team2,team2,team2,team2,team1,team2,team1,team1,team1,team2,team2,team1,team1,team1,team2,team2,team2,team2,team1,team2,team2,team2,team2,team2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,team2,NA,NA
2025-04-17T05:00:00Z,BLAST.tv Austin Major 2025 China Regional Qualifier,team2,Rare Atom,TYLOO,0.0,2.0,https://www.hltv.org/matches/2381555/-,t,ct,team1,team1,team1,team1,team1,team1,team1,team1,team1,team2,team2,team2,team2,team1,team2,team2,team2,team1,team2,team2,team2,team2,team2,team1,t,ct,team2,team2,team2,team2,team1,team2,team2,team2,team1,team1,team2,team2,team2,team1,team1,team1,team1,team2,team2,team2,team2,team2,team2,team2,,,,,,,,,,,,,,,,,,,,,,,,,,,OT,team2,NA
2025-04-17T04:00:00Z,European Pro League Season 24,team1,Tricked,GenOne,2.0,1.0,https://www.hltv.org/matches/2381510/-,t,ct,team1,team1,team1,team1,team1,team2,team2,team1,team2,team2,team2,team2,team1,team2,team2,team2,team2,team2,team2,team1,team1,team2,team2,team2,t,ct,team2,team1,team1,team1,team1,team2,team1,team1,team1,team1,team1,team2,team2,team1,team2,team2,team2,team1,team1,team1,team2,team2,team2,team2,t,ct,team1,team1,team2,team1,team2,team1,team2,team2,team1,team1,team2,team2,team2,team1,team1,team1,team2,team2,team1,team1,team1,team1,team2,team2,team2,team1,team1
2025-04-17T05:30:00Z,Hero Esports Asian Champions League 2025 Closed Qualifier,team1,Just Swing,Change The Game,16.0,13.0,https://www.hltv.org/matches/2381719/-,ct,t,team1,team2,team1,team2,team2,team2,team1,team1,team1,team2,team1,team2,team1,team1,team2,team1,team1,team1,team2,team2,team2,team2,team2,team1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OT,NA,NA
2025-04-17T04:00:00Z,Galaxy Battle 2025 Phase 1,team2,SINNERS,Sashi,1.0,2.0,https://www.hltv.org/matches/2381660/-,t,ct,team2,team2,team2,team2,team2,team2,team2,team1,team1,team1,team1,team1,team1,team1,team2,team1,team2,team1,team1,team1,team1,team1,team2,team2,ct,t,team1,team1,team1,team2,team2,team2,team1,team2,team1,team2,team1,team1,team2,team2,team2,team2,team2,team2,team1,team2,team2,team2,team2,team2,ct,t,team2,team2,team1,team2,team1,team2,team2,team2,team2,team2,team2,team2,team2,team1,team1,team1,team2,team1,team1,team1,team2,team2,team2,team2,team1,team2,team2
2025-04-17T06:00:00Z,YaLLa Compass Spring 2025,team2,Nemiga,GUN5,7.0,13.0,https://www.hltv.org/matches/2381669/-,ct,t,team2,team2,team1,team2,team2,team1,team2,team2,team2,team1,team1,team2,team2,team2,team2,team1,team1,team2,team1,team2,team2,team2,team2,team2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,team2,NA,NA
2025-04-17T04:00:00Z,BLAST.tv Austin Major 2025 Asia Regional Qualifier,team1,Chinggis Warriors,Gods Reign,2.0,0.0,https://www.hltv.org/matches/2381635/-,ct,t,team1,team1,team1,team2,team2,team1,team1,team1,team1,team1,team2,team1,team1,team1,team1,team1,team2,team2,team2,team2,team2,team2,team2,team2,ct,t,team1,team1,team2,team1,team1,team1,team1,team1,team1,team1,team2,team2,team2,team2,team1,team1,team1,team1,team2,team2,team2,team2,team2,team2,,,,,,,,,,,,,,,,,,,,,,,,,,,team1,team1,NA
2025-04-17T03:40:00Z,Hero Esports Asian Champions League 2025 Closed Qualifier,team1,Only One Word,MANTRA,13.0,11.0,https://www.hltv.org/matches/2381718/-,t,ct,team2,team1,team2,team2,team2,team2,team2,team2,team1,team1,team1,team1,team2,team1,team1,team1,team1,team2,team2,team2,team1,team1,team1,team1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,team1,NA,NA
2025-04-17T01:10:00Z,BLAST.tv Austin Major 2025 Oceania & SEA Regional Qualifier,team1,FlyQuest,SemperFi,2.0,0.0,https://www.hltv.org/matches/2381630/-,t,ct,team1,team1,team1,team2,team2,team2,team1,team1,team2,team2,team1,team2,team1,team1,team1,team1,team1,team2,team1,team1,team2,team2,team2,team2,ct,t,team2,team1,team1,team1,team1,team1,team1,team2,team1,team2,team1,team1,team2,team2,team1,team1,team1,team1,team2,team2,team2,team2,team2,team2,,,,,,,,,,,,,,,,,,,,,,,,,,,team1,team1,NA
2025-04-16T22:00:00Z,BLAST.tv Austin Major 2025 Oceania & SEA Regional Qualifier,team1,SemperFi,ex-TALON,2.0,0.0,https://www.hltv.org/matches/2381629/-,t,ct,team1,team1,team1,team1,team1,team2,team1,team2,team1,team1,team1,team2,team2,team2,team2,team2,team2,team1,team2,team1,team2,team1,team1,team2,t,ct,team1,team1,team2,team2,team2,team2,team2,team1,team2,team1,team1,team1,team2,team2,team2,team1,team1,team1,team2,team1,team1,team1,team2,team2,,,,,,,,,,,,,,,,,,,,,,,,,,,team1,OT,NA
2025-04-16T18:30:00Z,BLAST.tv Austin Major 2025 North America Regional Qualifier,team1,Wildcard,NRG,2.0,1.0,https://www.hltv.org/matches/2381614/-,ct,t,team2,team2,team2,team2,team2,team1,team2,team2,team1,team1,team1,team1,team1,team2,team2,team2,team2,team2,team1,team1,team1,team2,team1,team2,ct,t,team1,team1,team1,team2,team1,team1,team1,team1,team2,team2,team2,team2,team1,team2,team2,team2,team1,team1,team2,team1,team1,team1,team1,team2,t,ct,team1,team1,team1,team1,team1,team2,team1,team2,team1,team1,team2,team2,team2,team2,team2,team2,team2,team1,team1,team1,team1,team1,team2,team2,team2,team1,team1
2025-04-16T17:30:00Z,BLAST.tv Austin Major 2025 South America Regional Qualifier,team1,Fluxo,Legacy,2.0,0.0,https://www.hltv.org/matches/2381621/-,t,ct,team1,team1,team1,team1,team2,team1,team1,team1,team2,team1,team1,team1,team2,team1,team1,team2,team2,team2,team1,team1,team2,team2,team2,team2,t,ct,team2,team2,team2,team1,team2,team1,team1,team1,team1,team1,team1,team1,team2,team1,team1,team2,team2,team2,team1,team2,team2,team1,team2,team1,,,,,,,,,,,,,,,,,,,,,,,,,,,team1,team1,NA
2025-04-16T16:25:00Z,BLAST.tv Austin Major 2025 North America Regional Qualifier,team1,Marsborne,Nouns,2.0,0.0,https://www.hltv.org/matches/2381613/-,ct,t,team1,team1,team2,team2,team1,team1,team1,team1,team1,team1,team2,team1,team1,team1,team2,team1,team2,team2,team2,team2,team2,team1,team2,team2,t,ct,team2,team2,team1,team1,team1,team2,team2,team2,team2,team2,team2,team2,team1,team1,team1,team1,team1,team1,team1,team1,team1,team1,team2,team2,,,,,,,,,,,,,,,,,,,,,,,,,,,team1,team1,NA
2025-04-16T15:15:00Z,BLAST.tv Austin Major 2025 South America Regional Qualifier,team1,BESTIA,RED Canids,2.0,0.0,https://www.hltv.org/matches/2381620/-,ct,t,team1,team1,team1,team1,team2,team2,team2,team1,team1,team1,team2,team2,team1,team2,team2,team1,team1,team1,team1,team2,team2,team2,team1,team1,ct,t,team1,team1,team1,team1,team2,team2,team2,team1,team1,team1,team1,team2,team2,team1,team1,team1,team1,team2,team2,team2,team2,team1,team1,team2,,,,,,,,,,,,,,,,,,,,,,,,,,,team1,team1,NA
2025-04-16T14:15:00Z,BLAST.tv Austin Major 2025 North America Regional Qualifier,team1,Complexity,BLUEJAYS,2.0,0.0,https://www.hltv.org/matches/2381612/-,t,ct,team1,team1,team1,team2,team2,team2,team2,team2,team2,team2,team2,team2,team1,team1,team1,team2,team1,team1,team2,team1,team1,team1,team1,team1,t,ct,team1,team1,team1,team1,team2,team2,team2,team2,team2,team1,team2,team1,team1,team1,team1,team1,team1,team1,team1,team2,team1,team2,team2,team2,,,,,,,,,,,,,,,,,,,,,,,,,,,team1,team1,NA
2025-04-16T13:10:00Z,BLAST.tv Austin Major 2025 South America Regional Qualifier,team1,Imperial,Sharks,2.0,0.0,https://www.hltv.org/matches/2381619/-,t,ct,team1,team1,team1,team1,team2,team1,team1,team1,team2,team1,team1,team1,team1,team2,team2,team2,team1,team2,team1,team2,team2,team2,team2,team2,t,ct,team1,team1,team1,team2,team1,team2,team1,team1,team1,team1,team2,team1,team1,team1,team1,team2,team1,team2,team2,team2,team2,team2,team2,team2,,,,,,,,,,,,,,,,,,,,,,,,,,,team1,team1,NA
2025-04-16T11:30:00Z,BLAST.tv Austin Major 2025 Europe Regional Qualifier,team1,Astralis,BIG,2.0,1.0,https://www.hltv.org/matches/2381599/-,ct,t,team2,team1,team1,team1,team1,team1,team2,team1,team1,team2,team1,team2,team2,team2,team2,team1,team2,team2,team2,team2,team2,team1,team1,team2,t,ct,team1,team2,team2,team2,team1,team2,team1,team1,team2,team2,team2,team1,team1,team1,team1,team1,team2,team1,team2,team1,team1,team1,team2,team2,ct,t,team1,team1,team1,team1,team1,team1,team2,team1,team1,team2,team1,team1,team2,team2,team2,team2,team2,team1,team1,team1,team2,team2,team2,team2,team2,team1,team1
2025-04-16T11:30:00Z,BLAST.tv Austin Major 2025 Europe Regional Qualifier,team2,SAW,ENCE,0.0,2.0,https://www.hltv.org/matches/2381600/-,ct,t,team2,team2,team2,team2,team2,team1,team1,team1,team2,team1,team1,team2,team2,team1,team1,team1,team1,team1,team2,team2,team2,team1,team1,team2,t,ct,team1,team1,team2,team2,team2,team2,team2,team2,team2,team1,team1,team1,team1,team2,team2,team2,team1,team2,team1,team2,team1,team1,team1,team2,,,,,,,,,,,,,,,,,,,,,,,,,,,OT,team2,NA
2025-04-16T11:00:00Z,Galaxy Battle 2025 Phase 1,team1,Sashi,NOVAQ,2.0,1.0,https://www.hltv.org/matches/2381543/-,t,ct,team1,team1,team1,team1,team1,team2,team1,team1,team1,team1,team2,team1,team1,team1,team1,team2,team2,team2,team2,team2,team2,team2,team2,team2,ct,t,team1,team1,team2,team1,team1,team1,team1,team2,team1,team2,team1,team2,team1,team2,team2,team2,team2,team1,team1,team2,team1,team2,team2,team2,ct,t,team1,team1,team1,team1,team1,team2,team2,team2,team2,team1,team2,team1,team2,team2,team1,team1,team1,team1,team1,team1,team2,team2,team2,team2,team1,OT,team1
2025-04-16T12:00:00Z,BLAST.tv Austin Major 2025 North America Regional Qualifier,team1,Getting Info,MIGHT,2.0,0.0,https://www.hltv.org/matches/2381611/-,ct,t,team1,team1,team1,team1,team1,team1,team1,team2,team1,team1,team1,team1,team2,team2,team1,team2,team2,team2,team1,team2,team2,team2,team2,team2,t,ct,team2,team1,team1,team1,team1,team2,team1,team2,team1,team1,team2,team2,team2,team2,team1,team1,team1,team1,team1,team2,team2,team1,team2,team2,,,,,,,,,,,,,,,,,,,,,,,,,,,team1,team1,NA
2025-04-16T11:30:00Z,BLAST.tv Austin Major 2025 Europe Regional Qualifier,team2,9 Pandas,B8,0.0,2.0,https://www.hltv.org/matches/2381598/-,t,ct,team1,team1,team1,team2,team2,team2,team1,team2,team2,team2,team2,team2,team2,team2,team1,team1,team1,team2,team2,team2,team2,team2,team2,team2,ct,t,team1,team1,team2,team1,team1,team1,team2,team2,team1,team2,team2,team1,team2,team2,team1,team1,team2,team2,team2,team2,team2,team1,team2,team2,,,,,,,,,,,,,,,,,,,,,,,,,,,team2,team2,NA
2025-04-16T11:00:00Z,BLAST.tv Austin Major 2025 South America Regional Qualifier,team1,ODDIK,Solid,2.0,0.0,https://www.hltv.org/matches/2381618/-,ct,t,,team1,team2,team1,team1,team1,team1,team1,team1,team2,team2,team2,team2,team1,team1,team2,team1,team2,team2,team2,team2,team1,team1,team2,t,ct,,team1,team1,team1,team1,team1,team2,team1,team1,team1,team1,team1,team1,team1,team2,team1,team2,team2,team2,team2,team2,team2,team2,team2,,,,,,,,,,,,,,,,,,,,,,,,,,,team1,team1,NA
2025-04-16T07:30:00Z,BLAST.tv Austin Major 2025 Asia Regional Qualifier,team2,The Huns,Gods Reign,1.0,2.0,https://www.hltv.org/matches/2381634/-,t,ct,team2,team1,team1,team1,team1,team2,team1,team1,team2,team1,team1,team2,team1,team1,team1,team2,team2,team2,team2,team2,team2,team1,team1,team2,ct,t,team1,team1,team1,team2,team2,team2,team2,team2,team2,team2,team2,team2,team2,team1,team1,team1,team1,team1,team2,team1,team1,team2,team1,team2,ct,t,team2,team2,team2,team1,team1,team2,team1,team1,team2,team2,team1,team2,team2,team2,team2,team2,team1,team2,team2,team2,team2,team2,team2,team2,team1,team2,team2
2025-04-16T07:25:00Z,BLAST.tv Austin Major 2025 Europe Regional Qualifier,team1,Metizport,Astralis,2.0,1.0,https://www.hltv.org/matches/2381596/-,ct,t,team2,team2,team1,team1,team1,team1,team1,team1,team2,team2,team2,team2,team2,team1,team1,team1,team2,team1,team1,team2,team2,team1,team1,team2,t,ct,team2,team2,team2,team2,team2,team2,team1,team1,team1,team1,team1,team2,team2,team2,team2,team2,team1,team1,team2,team2,team2,team2,team2,team2,ct,t,team1,team1,team1,team1,team2,team2,team2,team1,team1,team2,team2,team1,team1,team2,team2,team1,team1,team1,team1,team1,team2,team2,team1,team2,team1,team2,team1
2025-04-16T06:30:00Z,European Pro League Season 24,team2,kONO,ECLOT,1.0,2.0,https://www.hltv.org/matches/2381509/-,ct,t,team2,team2,team2,team2,team2,team2,team2,team1,team1,team1,team1,team1,team1,team1,team1,team2,team1,team1,team2,team2,team1,team1,team1,team2,t,ct,team2,team2,team2,team2,team2,team1,team2,team2,team2,team1,team1,team2,team1,team2,team2,team2,team1,team1,team2,team2,team2,team2,team2,team2,t,ct,team1,team1,team1,team2,team1,team1,team2,team2,team1,team2,team2,team2,team2,team2,team2,team2,team2,team2,team1,team1,team1,team1,team2,team2,team1,team2,team2
2025-04-16T07:00:00Z,BLAST.tv Austin Major 2025 Europe Regional Qualifier,team2,9 Pandas,BetBoom,1.0,2.0,https://www.hltv.org/matches/2381597/-,t,ct,team1,team1,team2,team2,team2,team2,team2,team2,team1,team2,team2,team2,team2,team2,team2,team2,team2,team2,team2,team2,team2,team2,team2,team2,ct,t,team1,team2,team1,team1,team1,team1,team1,team1,team1,team2,team1,team1,team1,team2,team2,team2,team1,team1,team2,team2,team2,team2,team2,team2,ct,t,team1,team1,team2,team2,team2,team1,team2,team2,team1,team2,team1,team2,team1,team1,team2,team2,team2,team2,team2,team2,team2,team2,team2,team2,team2,team1,team2
2025-04-16T07:30:00Z,Galaxy Battle 2025 Phase 1,team1,Fire Flux,GTZ,2.0,0.0,https://www.hltv.org/matches/2381542/-,ct,t,team1,team1,team1,team1,team1,team1,team2,team2,team2,team2,team1,team1,team1,team1,team2,team1,team1,team1,team2,team2,team2,team2,team2,team2,t,ct,team1,team2,team2,team2,team1,team1,team1,team2,team1,team1,team2,team2,team1,team2,team2,team2,team1,team2,team1,team2,team1,team1,team1,team1,,,,,,,,,,,,,,,,,,,,,,,,,,,team1,team1,NA
2025-04-16T05:00:00Z,BLAST.tv Austin Major 2025 China Regional Qualifier,team1,Lynn Vision,TYLOO,2.0,1.0,https://www.hltv.org/matches/2381553/-,t,ct,team1,team1,team1,team2,team2,team2,team1,team2,team2,team2,team1,team2,team2,team1,team1,team2,team2,team1,team1,team1,team1,team1,team1,team2,ct,t,team1,team2,team2,team2,team1,team2,team2,team2,team2,team1,team1,team1,team2,team2,team2,team2,team2,team1,team1,team1,team1,team1,team1,team1,t,ct,team2,team2,team1,team2,team1,team1,team1,team1,team2,team2,team1,team2,team1,team1,team1,team1,team1,team2,team1,team2,team1,team2,team2,team2,team1,OT,team1
2025-04-16T07:00:00Z,BLAST.tv Austin Major 2025 Europe Regional Qualifier,team1,Nemiga,BIG,2.0,0.0,https://www.hltv.org/matches/2381595/-,t,ct,team1,team2,team2,team1,team1,team1,team1,team1,team2,team1,team1,team1,team1,team1,team2,team2,team2,team2,team2,team1,team2,team2,team2,team1,t,ct,team1,team1,team1,team2,team1,team1,team1,team1,team2,team1,team1,team1,team1,team1,team2,team1,team2,team2,team2,team2,team2,team2,team2,team2,,,,,,,,,,,,,,,,,,,,,,,,,,,team1,team1,NA
2025-04-16T05:00:00Z,BLAST.tv Austin Major 2025 Asia Regional Qualifier,team2,Chinggis Warriors,Eruption,0.0,2.0,https://www.hltv.org/matches/2381633/-,t,ct,team2,team2,team1,team2,team1,team1,team1,team2,team1,team2,team2,team2,team1,team1,team1,team1,team1,team2,team2,team2,team2,team1,team2,team2,ct,t,team1,team1,team1,team2,team2,team1,team2,team2,team2,team1,team2,team2,team2,team2,team2,team1,team2,team1,team2,team2,team2,team2,team2,team2,,,,,,,,,,,,,,,,,,,,,,,,,,,team2,team2,NA
2025-04-16T04:00:00Z,BLAST.tv Austin Major 2025 Europe Regional Qualifier,team1,SAW,GamerLegion,2.0,1.0,https://www.hltv.org/matches/2381593/-,ct,t,team1,team1,team1,team2,team2,team2,team2,team1,team2,team1,team2,team2,team2,team1,team2,team2,team2,team2,team2,team2,team2,team2,team2,team2,t,ct,team2,team2,team1,team1,team1,team1,team1,team2,team1,team2,team2,team2,team2,team1,team1,team2,team2,team1,team1,team1,team1,team2,team2,team2,t,ct,team2,team2,team2,team1,team1,team1,team1,team1,team2,team2,team1,team1,team1,team2,team2,team1,team1,team1,team1,team2,team1,team2,team2,team2,team2,OT,team1
2025-04-16T04:00:00Z,BLAST.tv Austin Major 2025 Europe Regional Qualifier,team1,ENCE,fnatic,2.0,1.0,https://www.hltv.org/matches/2381592/-,ct,t,team2,team1,team1,team1,team1,team1,team1,team1,team2,team2,team1,team2,team1,team1,team2,team2,team1,team1,team1,team2,team2,team2,team2,team2,ct,t,team2,team2,team2,team1,team2,team2,team1,team1,team1,team2,team1,team2,team2,team2,team2,team1,team1,team1,team2,team2,team1,team1,team1,team2,t,ct,team1,team1,team1,team1,team1,team1,team2,team1,team1,team2,team1,team1,team1,team1,team2,team2,team1,team2,team2,team2,team2,team2,team2,team2,team1,team2,team1
2025-04-16T04:00:00Z,European Pro League Season 24,team2,Preasy,Johnny Speeds,0.0,2.0,https://www.hltv.org/matches/2381508/-,ct,t,team2,team2,team1,team1,team1,team2,team1,team2,team2,team2,team2,team2,team1,team1,team1,team1,team1,team2,team2,team2,team2,team2,team2,team2,ct,t,team2,team2,team2,team2,team2,team1,team2,team2,team2,team2,team1,team2,team2,team2,team2,team2,team2,team2,team2,team2,team2,team2,team2,team2,,,,,,,,,,,,,,,,,,,,,,,,,,,team2,team2,NA
